Hostname,LocalIP,HostType,OSVersion,MachineDomain,OU,SiteName,Product,CVE ID,CVE Description,Status,Severity,Created Date,Closed Date,Closed Dwell Time,Base Score,CVSS Version,Vector,Vendor Advisory,References,Recommended Remediations,Remediation Details,Remediation Links,Group Names,Tags,Host ID,Exploit status value,Exploit status label,Platform,Vulnerable Product Versions,Closed Product Versions,RemediationLevel
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-1027,"An elevation of privilege vulnerability exists in the way that the Windows Kernel handles objects in memory, aka 'Windows Kernel Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0913, CVE-2020-1000, CVE-2020-1003.",open,HIGH,2020-04-15T18:29:24Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1027,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-17087,"This is a pool-based buffer overflow vulnerability in the Windows Kernel Cryptography Driver (cng.sys). The vulnerability arises from input/output controller (IOCTL) 0x390400 processing and could allow a local attacker to escalate privileges, including for sandbox escape.",open,HIGH,2020-11-05T18:49:42Z,,0,8.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,https://bugs.chromium.org/p/project-zero/issues/detail?id=2104,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Internet Explorer,CVE-2019-0752,"A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer, aka 'Scripting Engine Memory Corruption Vulnerability'. This CVE ID is unique from CVE-2019-0739, CVE-2019-0753, CVE-2019-0862.",open,HIGH,2020-03-15T23:36:59Z,,0,7.5,3.0,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0752,"https://www.zerodayinitiative.com/advisories/ZDI-19-359/, http://packetstormsecurity.com/files/153078/Microsoft-Internet-Explorer-Windows-10-1809-17763.316-Memory-Corruption.html",Update Microsoft Internet Explorer,Install patch for Microsoft Internet Explorer 11 on Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Internet Explorer 11.0.9600.19036,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-1020,"A remote code execution vulnerability exists in Microsoft Windows when the Windows Adobe Type Manager Library improperly handles a specially-crafted multi-master font - Adobe Type 1 PostScript format.For all systems except Windows 10, an attacker who successfully exploited the vulnerability could execute code remotely, aka 'Adobe Font Manager Library Remote Code Execution Vulnerability'. This CVE ID is unique from CVE-2020-0938.",open,HIGH,2020-04-15T18:29:24Z,,0,8.8,3.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1020,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Internet Explorer,CVE-2021-26411,Internet Explorer Memory Corruption Vulnerability,open,HIGH,2021-03-10T10:53:29Z,,0,7.5,3.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-26411,,Update Microsoft Internet Explorer,Install patch for Microsoft Internet Explorer 11 on Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Internet Explorer 11.0.9600.19036,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-1337,"An elevation of privilege vulnerability exists when the Windows Print Spooler service improperly allows arbitrary writing to the file system, aka 'Windows Print Spooler Elevation of Privilege Vulnerability'.",open,HIGH,2020-08-13T00:36:56Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1337,"http://packetstormsecurity.com/files/160028/Microsoft-Windows-Local-Spooler-Bypass.html, http://packetstormsecurity.com/files/160993/Microsoft-Spooler-Local-Privilege-Elevation.html",Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,60,Easily Accessible (high),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-0787,"An elevation of privilege vulnerability exists when the Windows Background Intelligent Transfer Service (BITS) improperly handles symbolic links, aka 'Windows Background Intelligent Transfer Service Elevation of Privilege Vulnerability'.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-0787,http://packetstormsecurity.com/files/158056/Background-Intelligent-Transfer-Service-Privilege-Escalation.html,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Internet Explorer,CVE-2020-0968,"A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer, aka 'Scripting Engine Memory Corruption Vulnerability'. This CVE ID is unique from CVE-2020-0970.",open,HIGH,2020-04-15T18:29:24Z,,0,7.5,3.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-0968,,Update Microsoft Internet Explorer,Install patch for Microsoft Internet Explorer 11 on Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Internet Explorer 11.0.9600.19036,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-1247,"An elevation of privilege vulnerability exists in Windows when the Windows kernel-mode driver fails to properly handle objects in memory, aka 'Win32k Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-1207, CVE-2020-1251, CVE-2020-1253, CVE-2020-1310.",open,HIGH,2020-06-11T16:07:35Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1247,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-17162,Microsoft Windows Security Feature Bypass Vulnerability,open,HIGH,2021-02-11T16:06:53Z,,0,8.8,3.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-17162,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-1456,"A remote code execution vulnerability exists in Microsoft Windows when the Windows Adobe Type Manager Library improperly handles specially crafted OpenType fonts, aka 'OpenType Font Parsing Remote Code Execution Vulnerability'. This CVE ID is unique from CVE-2019-1419.",open,HIGH,2020-03-15T23:36:59Z,,0,8.8,3.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1456,https://www.zerodayinitiative.com/advisories/ZDI-19-986/,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-1339,"An elevation of privilege vulnerability exists when Windows Error Reporting manager improperly handles hard links, aka 'Windows Error Reporting Manager Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-1315, CVE-2019-1342.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1339,,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-0730,"An elevation of privilege vulnerability exists when Windows improperly handles calls to the LUAFV driver (luafv.sys), aka 'Windows Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-0731, CVE-2019-0796, CVE-2019-0805, CVE-2019-0836, CVE-2019-0841.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0730,"https://www.exploit-db.com/exploits/46713/, http://packetstormsecurity.com/files/152533/Microsoft-Windows-LUAFV-Delayed-Virtualization-MAXIMUM_ACCESS-DesiredAccess-Privilege-Escalation.html",Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2018-8639,"An elevation of privilege vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka ""Win32k Elevation of Privilege Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers. This CVE ID is unique from CVE-2018-8641.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8639,http://www.securityfocus.com/bid/106093,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-0986,"An elevation of privilege vulnerability exists when the Windows kernel fails to properly handle objects in memory, aka 'Windows Kernel Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-1237, CVE-2020-1246, CVE-2020-1262, CVE-2020-1264, CVE-2020-1266, CVE-2020-1269, CVE-2020-1273, CVE-2020-1274, CVE-2020-1275, CVE-2020-1276, CVE-2020-1307, CVE-2020-1316.",open,HIGH,2020-06-11T16:07:35Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-0986,http://packetstormsecurity.com/files/160698/Microsoft-Windows-splWOW64-Privilege-Escalation.html,Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2018-8423,"A remote code execution vulnerability exists in the Microsoft JET Database Engine, aka ""Microsoft JET Database Engine Remote Code Execution Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2019, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8423,"http://www.securitytracker.com/id/1041837, https://blog.0patch.com/2018/09/outrunning-attackers-on-jet-database.html, https://blog.0patch.com/2018/10/patching-re-patching-and-meta-patching.html",Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-0555,"An elevation of privilege vulnerability exists in the Microsoft XmlDocument class that could allow an attacker to escape from the AppContainer sandbox in the browser, aka ""Microsoft XmlDocument Elevation of Privilege Vulnerability."" This affects Windows Server 2012 R2, Windows RT 8.1, Windows Server 2012, Windows Server 2019, Windows Server 2016, Windows 8.1, Windows 10, Windows 10 Servers.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0555,"http://www.securityfocus.com/bid/106395, https://www.exploit-db.com/exploits/46185/",Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2020-0683,"An elevation of privilege vulnerability exists in the Windows Installer when MSI packages process symbolic links, aka 'Windows Installer Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0686.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-0683,"http://packetstormsecurity.com/files/156373/Microsoft-Windows-10-MSI-Privilege-Escalation.html, https://github.com/nu11secur1ty/Windows10Exploits/blob/master/Undefined/CVE-2020-0683/README.md",Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-RPTPRESQL,10.7.16.224,Server,Windows Server 2012 R2,ead.ubc.ca,"SQL Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2019-0735,"An elevation of privilege vulnerability exists when the Windows Client Server Run-Time Subsystem (CSRSS) fails to properly handle objects in memory, aka 'Windows CSRSS Elevation of Privilege Vulnerability'.",open,HIGH,2020-03-15T23:36:59Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0735,"https://www.exploit-db.com/exploits/46712/, http://packetstormsecurity.com/files/152532/Microsoft-Windows-CSRSS-SxSSrv-Cached-Manifest-Privilege-Escalation.html",Update Microsoft Windows Server 2012 R2,Install patch for Microsoft Windows Server 2012 R2 x64 (Server): Monthly Rollup KB5004298,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004298,GRP-Win-Servers,"FalconGroupingTags/ITDA, FalconGroupingTags/RISe",b9731134f2d840c393e7c1f5529159b2,90,Actively used (critical),Windows,Windows Windows Server 2012 R2,,O
RISE-SSRSPRDAPP,10.7.8.159,Server,Windows Server 2016,ead.ubc.ca,"SSRS Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-33742,Windows MSHTML Platform Remote Code Execution Vulnerability,open,HIGH,2021-06-09T15:42:27Z,,0,7.5,3.0,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-33742,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,602837473da84e4cb4c122b7ee90a19b,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-SSRSPRDAPP,10.7.8.159,Server,Windows Server 2016,ead.ubc.ca,"SSRS Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-31979,Windows Kernel Elevation of Privilege Vulnerability,open,HIGH,2021-07-15T20:43:05Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31979,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,602837473da84e4cb4c122b7ee90a19b,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-SSRSPRDAPP,10.7.8.159,Server,Windows Server 2016,ead.ubc.ca,"SSRS Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-33771,Windows Kernel Elevation of Privilege Vulnerability,open,HIGH,2021-07-15T20:43:05Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-33771,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,602837473da84e4cb4c122b7ee90a19b,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-SSRSPRDAPP,10.7.8.159,Server,Windows Server 2016,ead.ubc.ca,"SSRS Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-1675,Windows Print Spooler Elevation of Privilege Vulnerability,open,HIGH,2021-06-09T15:42:27Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-1675,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,602837473da84e4cb4c122b7ee90a19b,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-SSRSPRDAPP,10.7.8.159,Server,Windows Server 2016,ead.ubc.ca,"SSRS Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-31956,Windows NTFS Elevation of Privilege Vulnerability,open,HIGH,2021-06-09T15:42:27Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31956,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,602837473da84e4cb4c122b7ee90a19b,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-SSRSPRDAPP,10.7.8.159,Server,Windows Server 2016,ead.ubc.ca,"SSRS Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-34527,Windows Print Spooler Remote Code Execution Vulnerability,open,CRITICAL,2021-07-02T19:41:25Z,,0,9.6,3.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34527,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,602837473da84e4cb4c122b7ee90a19b,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-RPTVERFAPP,142.103.33.36,Server,Windows Server 2016,ead.ubc.ca,"ExR Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-33771,Windows Kernel Elevation of Privilege Vulnerability,open,HIGH,2021-07-15T19:35:34Z,,0,7.8,3.0,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-33771,,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,3c3ab2d24c59499295cd7654bb4d35e4,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
RISE-RPTVERFAPP,142.103.33.36,Server,Windows Server 2016,ead.ubc.ca,"ExR Application Servers,Servers,RISE,SERVICES",Vancouver,Windows,CVE-2021-34527,Windows Print Spooler Remote Code Execution Vulnerability,open,CRITICAL,2021-07-02T19:56:17Z,,0,9.6,3.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34527,Update Microsoft Windows Server 2016,Install patch for Microsoft Windows Server 2016 1607 x64 (Server): Security Update KB5004238,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5004238,GRP-Win-Servers,FalconGroupingTags/RISe,3c3ab2d24c59499295cd7654bb4d35e4,90,Actively used (critical),Windows,Windows Windows Server 2016,,O
